entry	end	size	name	prototype
002ebba8	002ebbcb	36	localeconv	lconv * localeconv(void)
002ebbd0	002ebc2f	96	_lseek_r	_off_t _lseek_r(_reent * ptr, int fd, off_t pos, int whence)
002ebc30	002ebd7f	336	__smakebuf	void __smakebuf(FILE * fp)
002ebd80	002ebdbb	60	_mbtowc_r	int _mbtowc_r(_reent * r, wchar_t * pwc, char * s, size_t n, int * state)
002ebdbc	002ebe9b	224	memchr	void * memchr(void * __s, int __c, size_t __n)
002ebea0	002ebf47	168	_Balloc	_Bigint * _Balloc(_reent * ptr, int k)
002ebf48	002ebf73	44	_Bfree	void _Bfree(_reent * ptr, _Bigint * v)
002ebf78	002ec08b	276	_multadd	_Bigint * _multadd(_reent * ptr, _Bigint * b, int m, int a)
002ec090	002ec1d7	328	_s2b	_Bigint * _s2b(_reent * ptr, char * s, int nd0, int nd, ULong y9)
002ec1d8	002ec25b	132	_hi0bits	int _hi0bits(ULong x)
002ec260	002ec31f	192	_lo0bits	int _lo0bits(ULong * y)
002ec320	002ec357	56	_i2b	_Bigint * _i2b(_reent * ptr, int i)
002ec358	002ec583	556	_multiply	_Bigint * _multiply(_reent * ptr, _Bigint * a, _Bigint * b)
002ec588	002ec687	252	_pow5mult	_Bigint * _pow5mult(_reent * ptr, _Bigint * b, int k)
002ec688	002ec7ff	376	_lshift	_Bigint * _lshift(_reent * ptr, _Bigint * b, int k)
002ec800	002ec867	104	__mcmp	int __mcmp(_Bigint * a, _Bigint * b)
002ec868	002ec9f7	400	__mdiff	_Bigint * __mdiff(_reent * ptr, _Bigint * a, _Bigint * b)
002ec9f8	002eca8f	152	_ulp	double _ulp(double _x)
002eca90	002ecc0b	380	_b2d	double _b2d(_Bigint * a, int * e)
002ecc10	002ecd8b	380	_d2b	_Bigint * _d2b(_reent * ptr, double _d, int * e, int * bits)
002ecd90	002ece4f	192	_ratio	double _ratio(_Bigint * a, _Bigint * b)
002ece50	002ecebb	108	_mprec_log10	double _mprec_log10(int dig)
002ecec0	002ecf1f	96	_read_r	_ssize_t _read_r(_reent * ptr, int fd, void * buf, size_t cnt)
002ecf20	002ecf3b	28	lflush	int lflush(FILE * fp)
002ecf40	002ed0b7	376	__srefill	int __srefill(FILE * fp)
002ed0b8	002ed0ff	72	isinf	int isinf(double x)
002ed100	002ed16f	112	_init_signal_r	int _init_signal_r(_reent * ptr)
002ed170	002ed1fb	140	_signal_r	_sig_func_ptr _signal_r(_reent * ptr, int sig, _sig_func_ptr func)
002ed200	002ed2ef	240	_raise_r	int _raise_r(_reent * ptr, int sig)
002ed2f0	002ed3a7	184	__sigtramp_r	int __sigtramp_r(_reent * ptr, int sig)
002ed3a8	002ed3cf	40	raise	int raise(int sig)
002ed3d0	002ed3fb	44	signal	_sig_func_ptr signal(int sig, _sig_func_ptr func)
002ed400	002ed423	36	_init_signal	int _init_signal(void)
002ed428	002ed44f	40	__sigtramp	int __sigtramp(int sig)
002ed450	002ed4ab	92	_kill_r	int _kill_r(_reent * ptr, int pid, int sig)
002ed4b0	002ed4cb	28	_getpid_r	int _getpid_r(_reent * ptr)
002ed4d0	002ee3cf	3836	_strtod_r	double _strtod_r(_reent * ptr, char * s00, char * * se)
002ee3d0	002ee3fb	44	strtod	double strtod(char * s00, char * * se)
002ee400	002ee423	36	strtodf	float strtodf(char * s00, char * * se)
002ee428	002ee643	536	_strtoul_r	long unsigned int _strtoul_r(_reent * rptr, char * nptr, char * * endptr, int base)
002ee648	002ee67b	52	strtoul	long unsigned int strtoul(char * s, char * * ptr, int base)
002ee680	002ee76f	240	__submore	int __submore(FILE * fp)
002ee770	002ee8f7	392	ungetc	int ungetc(int c, FILE * fp)
002ee8f8	002ee9b3	188	_calloc_r	void * _calloc_r(_reent * reent_ptr, size_t n, size_t elem_size)
002ee9b8	002eea13	92	_fstat_r	int _fstat_r(_reent * ptr, int fd, stat * pstat)
002eea18	002eef87	1392	_realloc_r	void * _realloc_r(_reent * reent_ptr, void * oldmem, size_t bytes)
002eef88	002eefe3	92	__fixdfdi	DItype __fixdfdi(DFtype a)
